No,Tgl_Iklan,url,Harga_Juta,Kota,LT,LB,KT,KM,KTP,KMP,Carport,Garasi,Listrik,Surat,Judul,Deskripsi,
42,03-04-21,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-2-lantai-depok-dekat-cibubur-jalan-lebar-akses-3-pintu-tol-oleh-datu-meirina-17011946,832.15,DEPOK ,82,69,3,1,0,0,2,0,2200,SHM,DIJUAL RUMAH MEWAH 2 LANTAI DEPOK DEKAT CIBUBUR JALAN LEBAR AKSES 3 PINTU TOL,"RUMAH CANTIK 2 LANTAI DEKAT KE TOL CIBUBUR, CISALAK DAN CIMANGGIS HADIR DENGAN KONSEP ""RUMAH CANTIK, NUANSA BALI"" - TERSEDIA DENGAN 3 TYPE (42, 56, 69). - DEKAT DENGAN FASILITAS UMUM DAN FASILITAS SOSIAL (MASJID, TAMAN BERMAIN, LAPANGAN BOLA, PUSKESMAS ). - BEBAS BANJIR. - ROW JALAN 8 METER, CUKUP LUAS UNTUK PAPASAN 2 MOBIL. - PLAFON RUMAH TINGGI SEHINGGA DIDALAM RUMAH TERASA SEJUK. SPESIFIKASI BANGUNAN : - PONDASI : BATU KALI - DINDING : HEBEL - LANTAI : GRANIT - PINTU UTAMA : PANEL MERANTI OVEN - RANGKA ATAP : BAJA RINGAN - PLAFON : 4,5 M - ATAP : GENTENG BETON FLAT - SANITAIR : SHOWER, CLOSED DUDUK (AMERICAN STANDART) - LISTRIK : 1300 WATT - INSTALASI : BROCO/SETARA - AIR : SEMI JETPUMP FASILITAS SOSIAL : - 500 METER KE SUPERINDO - 1,5 KM KE STASIUN LRT - 1 KM DARI POM BENSIN - 2 KM DARI PINTU TOL CIBUBUR - 2 KM DARI CIBUBUR JUNCTION - 2 KM KE TRANS STUDIO CIBUBUR - 2 KM DARI RUMAH SAKIT MEILIA CIBUBUR - 4 KM DARI PINTU TOL CISALAK 2 - 5 KM DARI MALL PESONA SQUARE - 8 KM DARI STASIUN PONDOK CINA DEPOK 10 ALASAN MENGAPA MEMILIH PERUMAHAN INI : 1. LEGALITAS SHM 2. LOKASI STRATEGIS. DI APIT 3 PINTU TOL : CIBUBUR, CISALAK, CIMANGGIS 3. DEKAT DENGAN BEBERAPA MALL BESAR (TRANS STUDIO CIBUBUR, CIBUBUR JUNCTION, MALL CIPUTRA CIBUBUR & PESONA SQUARE DEPOK) 4. ROW JALAN SANGAT BESAR (8 METER) 5. ONE GATE SYSTEM 6. PEMBAYARAN BISA CASH ATAU KPR 8. DENGAN LOKASI YANG STRATEGIS, HARGA SANGAT MURAH DIKELASNYA. 9. DP MULAI 10% 10. UNIT TERBATAS DAPATKAN UNITNYA SEBELUM HABIS DAN HARGA NAIK..! *DIDALAM PROPERTI MENUNDA ITU MAHAL*",
43,04-04-21,https://www.rumah123.com/properti/depok/hos3322415/,582,DEPOK ,92,56,2,1,0,0,0,0,1300,SHM,RUMAH MEWAH SIAP HUNI TIPE BESAR DI KOTA DEPOK,"CUKUP DP 10 JUTA SUDAH DAPAT RUMAH CANTIK DAN STRATEGIS DI DEPOK, GRATIS SEMUA BIAYA SURAT SURAT NYA DAN BEAYA KPR INFO LANJUT 081807475770 HERNOWO",
44,05-04-21,https://www.rumah123.com/properti/depok/hos7705892/,655,DEPOK ,85,42,2,1,0,0,2,0,1300,SHM,RUMAH DEPOK CILODONG LOKASI STRATEGIS TANAH LUAS CILODONG DEPOK,"HUNIAN STRATEGIS DI KOTA DEPOK, UNTUK RESPON CEPAT DAN SURVEI SERTA PERMINTAAN PRICE LIST SILAHKAN MENGHUBUNGI WA : DATU MEIRINA 0811-1121-229",
45,05-04-21,https://www.rumah123.com/properti/depok/hos7705821/,860,DEPOK ,84,83,3,2,0,0,2,0,2200,SHM,"RUMAH DEPOK 2 LANTAI TANAH LUAS DEKAT TOL, STASIUN STRATEGIS CILODONG DEPOK","BERLOKASI DI CILODONG DEPOK, SURVEI HUBUNGI DATU MEIRINA: 0811-1121-229",
46,05-04-21,https://www.rumah123.com/properti/depok/hos8125534/,1100,DEPOK ,104,55,3,2,0,0,0,0,2200,SHM,PROPERTY DEPOK THE SINGKARAK ICON,THE SINGKARAK ICON PERUMAHAN EXCLUSIVE BERGENRE EROPA 2 LANTAI DENGAN LOKASI SANGAT STRATEGIS.,
47,05-04-21,https://www.rumah123.com/properti/depok/hos5434071/,465,DEPOK ,72,40,2,1,0,0,0,0,1300,SHM,RUMAH MURAH BARU READYSTOK DI DEPOK DEKAT STASIUN DAN GDC DEPOK JAWA BARAT,"RUMAH SIAP HUNI DEKAT GRAND DEPOK CITY , DEKAT STASIUN DAN DKT ALUN-ALUN DEPOK.",
48,05-04-21,https://www.rumah123.com/properti/depok/hos6240308/,495,DEPOK ,67,42,2,1,0,0,0,0,1300,SHM,RUMAH DEKAT CIBUBUR CIMANGGIS DEPOK NUANSA BALI LOKASI STRATEGIS AKSES TOL CIMANGGIS CIJAGO,"RUMAH CANTIK, NUANSA BALI, UTK RESPON CEPAT, PERMINTAAN PRICE LIST & SURVEI BISA HUB DATU MEIRINA : 0811-1121-229",
49,05-04-21,https://www.rumah123.com/properti/depok/hos7573492/,895,DEPOK ,72,110,4,4,0,0,0,0,2200,SHM,TOWNHOUSE MEWAH LUAS STRATEGIS 3 MENIT PINTU TOLL DESARI SAWANGAN DEPOK,BEST LOCATION BEST PRICE TOWNHOUSE MEWAH EXCLUSIVE BERGAYA BALI MODERN,
50,05-04-21,https://www.rumah123.com/properti/depok/hos8124658/,660.5,DEPOK ,78,36,2,1,0,0,0,0,1300,SHM,GDC DEPOK,GRAND DAHLIA CLUSTER ADALAH SALAH SATU PROYEK TERBAIK DARI PRIMEVESTLAND GROUP,
51,05-04-21,https://www.rumah123.com/properti/depok/hos8124829/,2100,DEPOK ,120,127,3,3,1,1,1,0,3500,SHM,"RUMAH BARU SIAP HUNI DALAM CLUSTER DI SELATAN JAKARTA, CINERE, DEPOK","RUMAH BARU SIAP HUNI DALAM CLUSTER DI SELATAN JAKARTA, CINERE, DEPOK",
52,06-04-21,https://www.rumah123.com/properti/depok/hos8111771/,445,DEPOK ,71,38,2,1,0,0,1,0,1300,SHM,RUMAH TANPA UANG MUKA DI DEPOK DEKAT STASIUN,PERUMAHAN DEPOK TANPA UANG MUKA,
53,06-04-21,https://www.rumah123.com/properti/depok/hos8129093/,960,DEPOK ,102,100,3,2,0,0,0,0,1300,SHM,HUNIAN ALA SCANDINAVIAN 2 LANTAI HARGA TERBAIK LOKASI SANGAT STRATEGIS HANYA 5 MENIT KE GERBANG TOL JUANDA,"INFO: UNTUK RESPON LEBIH CEPAT, BISA HUBUNGI KAMI VIA WHATSAPP",
54,06-04-21,https://www.rumah123.com/properti/depok/hos8129075/,536,DEPOK ,63,36,2,1,0,0,1,0,10000,SHM,RUMAH MODERN BERNUANSA BALI PERTAMA DI KOTA DEPOK! SHM,APRIL PENUH PROMO HADIR KEMBALI!!,
55,06-04-21,https://www.rumah123.com/properti/depok/hos8128708/,900,DEPOK ,69,70,3,2,0,0,1,0,2200,SHM,RUMAH 2 LANTAI MEWAH DAN ASRI ALA BALI HARGA LOW BUDGET LOKASI 9 MENIT KE TOL CIMANGGIS,"INFO: UNTUK RESPON LEBIH CEPAT, BISA HUBUNGI KAMI VIA WHATSAPP",
56,06-04-21,https://www.rumah123.com/properti/depok/hos8128187/,780,DEPOK ,82,45,2,1,0,0,0,1,1300,SHM,RUMAH SECOND SIAP HUNI DALAM CLUSTER DI CURUG AGUNG TANAH BARU DEPOK,RUMAH SECOND ASRI DEKAT JALAN RAYA CURUG AGUNG / TANAH BARU DEPOK,
57,06-04-21,https://www.rumah123.com/properti/depok/hos8127945/,928,DEPOK ,80,60,3,2,0,0,1,0,2200,SHM,"RUMAH ELIT DI MARGONDA DEPOK DEKAT TOL, STASIUN, DAN MALL",TELAH HADIR PERUMAHAN DENGAN KONSEP KPR SYARIAH DI KOTA DEPOK! !!,
58,06-04-21,https://www.rumah123.com/properti/depok/hos8127873/,990,DEPOK ,86,97,3,3,0,0,1,0,2200,SHM,CLUSTER 2 LANTAI TERMURAH DI DEPOK,RUMAH 2 LANTAI DI DEPOK,"Kualitas Bangunan Perumahan Terjamin, Legalitas Aman (SHM + IMB), Bebas Banjir, Nilai Investasi bernilai tinggi"
59,06-04-21,https://www.rumah123.com/properti/depok/hos8127885/,1200,DEPOK ,180,140,3,1,1,1,1,0,3300,SHM,RUMAH SIAP HUNI LOKASI HUNIAN DI CIMANGGIS DEPOK,"LOKASI STRATEGIS DEKAT DENGAN PINTU TOL CIBUBUR,LOKASI STRATEGIS DEKAT DENGAN SEKOLAH DAN PUSAT PERBELANJAAN, LOKASI DEKAT DENGAN PERBATASAN JAKARTA TIMUR, AKSES JALAN 2 MOBIL, LOKASI TENANG DAN NYAMAN, BEBAS BANJIR, SHM",
60,06-04-21,https://www.rumah123.com/properti/depok/hos8127458/,750,DEPOK ,65,60,2,1,0,0,1,0,2200,SHM,RUMAH MINIMALIS LIMO DEPOK,"RUMAH MINIMALIS LIMO DEPOK, SWMI FURNISHED (MEJA TV, KITCHEN SETT, WARDROBE/LEMARI BAJU), ATAS SUDAH DI DAK UNTUK JEMUR JADI BISA LANJUT BANGUN KAMAR KALAU MEMANG MAU, DEKAT DENGAN SEKOLAH, DEKAT DG LAPANGAN TERBANG PONDOK CABE",
61,06-04-21,https://www.rumah123.com/properti/depok/hos8129802/,765,DEPOK ,60,75,3,2,0,0,1,0,2200,SHM,RUMAH EXCLUSIVE SIAP HUNI 2 LANTAI CLUSTER PEKAPURAN DEPOK DEKAT TOL CIJAGO,"DIJUAL RUMAH DI CLUSTER PEKAPURAN KEMANG TAPOS DEPOK, SPESIFIKASI : BANGUNAN 2 LANTAI, LUAS TANAH 60M, LUAS BANGUNAN 75M, KAMAR TIDUR 3, KAMAR MANDI 2, LISTRIK 2200, CARPORT 1, SERTIFIKASI, SHM + PBB + IMB, TERAS, RUANG TAMU, BALKON LUAR, TAMAN DEPAN BELAKANG, RUANG KELUARGA 1, DAPUR, RUANG CUCI JEMUR PAKAIAN.",
62,06-04-21,https://www.rumah123.com/properti/depok/hos8130567/,617,DEPOK ,71,56,3,2,0,0,0,0,2200,SHM,RUMAH GAYA BALI DI SAWANGAN DEPOK,"MEMILIKI BANYAK FASILITAS UMUM : THE PARK MALL SAWANGAN, PASAR TRADISIONAL, SUPERMAKET GIANT, HIPERMARKET INDOGROSIR, RSUD SAWANGAN, RS PERMATA SAWANGAN, RSIA ASYIFA MERUYUNG DEPOK, MASJID KUBAHMAS, KOLAM RENANG SAWANGAN GOLF",
63,06-04-21,https://www.rumah123.com/properti/depok/hos8131234/,1300,DEPOK ,73,62,2,2,0,0,1,0,3300,SHM,"RUMAH DUA LANTAI DESAIN MEWAH SELATAN JAKARTA CINERE, KOTA DEPOK","RUMAH DUA LANTAI DESAIN MEWAH SELATAN JAKARTA CINERE, KOTA DEPOK",
64,06-04-21,https://www.rumah123.com/properti/depok/hos8138416/,900,DEPOK ,112,55,3,2,0,0,1,0,2200,SHM,RUMAH CILODONG 14 MENIT KANTOR BPN! FREE KULKAS DAN AC SHM,"THE GREEN UBUD , RUMAH MEWAH DENGAN NUANSA BALI DI GRAND DEPOK CITY. DENGAN 2 LANTAI TAPI HARGANYA TERJANGKAU BANGET. BISA LANGSUNG DIHUNI JUGA!!! DILENGKAPI ONE GATE SYSTEM",
65,06-04-21,https://www.rumah123.com/properti/depok/hos8125956/,674.9,DEPOK ,75,50,2,1,0,0,1,0,1300,SHM,RUMAH SIAP HUNI BISA JALAN KAKI KE STASIUN DEPOK LAMA,INI SATU LAGI PERSEMBAHAN DARI TRUST PROPERTY INDONESIA... HUNIAN CANTIK SIAP HUNI DENGAN DESAIN MINIMALIS,
66,06-04-21,https://www.rumah123.com/properti/depok/hos8132489/,750,DEPOK ,72,90,3,2,0,0,1,0,1300,SHM,"RUMAH CINANGKA, MURAH, 2 LANTAI, PAS PINGGIR JALAN RAYA, DEKAT TOL, DEKAT GAPLEK, JALAN LEBAR, READY STOCK, HARGA 750 JUTA ALL IN","RUMAH CINANGKA, MURAH, 2 LANTAI, PAS PINGGIR JALAN RAYA, DEKAT TOL, DEKAT GAPLEK, JALAN LEBAR, READY STOCK, HARGA 750 JUTA ALL IN. LOKASI SANGAT STRATEGIS DIPINGGIR JALAN RAYA ABDUL WAHAB",
67,06-04-21,https://www.rumah123.com/properti/depok/hos8132408/,770,DEPOK ,84,70,3,2,0,0,1,0,2200,HGB,"RUMAH CINANGKA NEMPEL PONDOK CABE, READY STOCK, MURAH, 2 LANTAI, HARGA 770 JUTA.","UNTUK INFO LEBIH LANJUT DAN SURVEY LOKASI,",
68,06-04-21,https://www.rumah123.com/properti/depok/hos8135179/,830,DEPOK ,120,45,2,1,0,0,1,0,1300,SHM,"RUMAH SIAP HUNI DI CURUG, BOJONGSARI, JALAN LEBAR, HARGA 830 JUTA (NEGO), TANAH LUAS","RUMAH SIAP HUNI DI CURUG - BOJONGSARI, DEPOK, BELAKANG THE PARK MALL",
69,06-04-21,https://www.rumah123.com/properti/depok/hos8132523/,1015,DEPOK ,160,120,0,0,0,0,0,0,0,SHM,RUMAH MURAH DI PERUM GRAHA CINERE CASH ONLY,WA.ME/+6281312265030,
70,06-04-21,https://www.rumah123.com/properti/depok/hos8134799/,350,DEPOK ,50,45,2,1,0,0,0,0,1300,"PPJB,Girik,Adat",RUMAH DENGAN HARGA MURAH,AKSES DARI LOKASI MUDAH,
71,06-04-21,https://www.rumah123.com/properti/depok/hos8138368/,1200,DEPOK ,104,55,3,2,0,0,1,0,2200,SHM,5 MENIT TOL CIJAGO! DISKON 150 JUTA! SHM,ABANG MPOKK!!! PERHATIAN SEBENTAR!!! MAU NGASIH TAU NIH! ADA TOWNHOUSE PERTAMA DI KOTA DEPOK MENGGABUNGKAN GAYA EROPA DAN WHITE HOUSE AMERIKA. BEUHH... DIJAMIN NYAMAN DEH..,
72,06-04-21,https://www.rumah123.com/properti/depok/hos8131299/,980,DEPOK ,70,70,3,2,0,0,1,0,2200,SHM,RUMAH BARU READY 2 LANTAI BERGAYA EROPA DALAM CLUSTER DI CINERE DEPOK,JUAL RUMAH BARU READY 2 LANTAI BERGAYA EROPA DALAM CLUSTER DI CINERE DEPOK,
73,06-04-21,https://www.rumah123.com/properti/depok/hos8131257/,3200,DEPOK ,200,250,4,3,1,1,1,1,2200,SHM,"CINERE MEGA CINERE, SELANGKAH KE TOL BRIGIF","CINERE MEGA CINERE, SELANGKAH KE TOL BRIGIF",
74,06-04-21,https://www.rumah123.com/properti/depok/hos8131112/,1078,DEPOK ,74,90,3,2,0,0,1,0,2200,SHM,RUMAH KUALITAS PREMIUM HANYA 5 MENIT TOL BRIGIF,RUMAH KUALITAS PREMIUM HANYA 5 MENIT TOL BRIGIF,
75,06-04-21,https://www.rumah123.com/properti/depok/hos8137168/,375,DEPOK ,61,36,2,1,0,0,1,0,1300,SHM,10 MENIT DARI PINTU TOL DESARI! FREE KANOPI &AMP; AC! SHM,"BOGOR GREEN RESORT, MEMBERIKAN NUANSA YANG ASRI DAN NYAMAN SEPERTI LINGKUNGAN DI PEDESAAN",
76,06-04-21,https://www.rumah123.com/properti/depok/hos8130993/,3150,DEPOK ,200,380,15,15,0,0,1,0,0,SHM,KOST @CISALAK DEPOK LT 200 LB 380 SIAP NEGO!,"KOST DENGAN LOKASI STRATEGIS , LINGKUNGAN AMAN , DAN BEBAS BANJIR.",
77,06-04-21,https://www.rumah123.com/properti/depok/hos8130946/,725,DEPOK ,60,80,3,2,0,0,1,0,2200,SHM,RUMAH BARU 2 LANTAI MINIMALIS STRATEGIS DI CILODONG GDC,RUMAH 2 LANTAI EKSKLUSIF DENGAN KONSEP MEWAH DAN MINIMALIS MEMILIKI LOKASI YANG STRATEGIS DEKAT GDC DAN STASIUN,
78,06-04-21,https://www.rumah123.com/properti/depok/hos8130870/,1700,DEPOK ,134,150,3,2,1,1,1,0,0,SHM,RUMAH DALAM TWONHOUSE SIAP HUNI DI KRUKUT CINERE,RUMAH DALAM TWONHOUSE SIAP HUNI DI KRUKUT CINERE,
79,06-04-21,https://www.rumah123.com/properti/depok/hos8130631/,875,DEPOK ,180,150,3,2,0,0,1,0,1300,SHM,RUMAH NYAMAN 1 LANTAI BELAKANG KAMPUS UI DI TANAH BARU BEJI DEPOK,"DIJUAL RUMAH DI TANAH BARU BEJI DEPOK, DEKAT AKSES TOL DESARI DAN PERSIS BELAKANG KMAPUS UI, LINGKUNGAN PERUMAHAN, NYAMAN, TENANG, COCOK UNTUK TEMPAT HUNIAN YANG SEHAT, HADAP TIMUR. DI BELAKANG MASIH ADA HALAMAN.",
80,06-04-21,https://www.rumah123.com/properti/depok/hos8130887/,1500,DEPOK ,260,310,4,3,0,0,1,0,5500,SHM,RUMAH MEWAH DI PANCORAN MAS DEPOK,RUMAH INI BERADA DI JAKARTA SELATAN,
81,06-04-21,https://www.rumah.com/listing-properti/dijual-cluster-kereen-dekat-toll-jagorawi-oleh-sabikha-18440194,800,DEPOK ,70,69,3,2,0,0,0,1,2200,SHM,CLUSTER KEREEN DEKAT TOLL JAGORAWI,"AKSES MUDAH, TRANSPORTASI BANYAK, BEBAS BANJIR",
82,06-04-21,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-baru-2-lantai-bedahan-sawangan-depok-oleh-zenul-muttaqin-18198127,715,DEPOK ,75,86,3,2,0,0,1,1,1300,SHM,JUAL CEPAT RUMAH BARU 2 LANTAI BEDAHAN SAWANGAN DEPOK,"JUAL CEPAT RUMAH BARU 2 LANTAI DI BEDAHAN SAWANGAN DEPOK DIJUAL CEPAT RUMAH DI BEDAHAN SAWANGAN DEPOK, BISA KPR TANPA BANK, TANPA BI CHECKING, TANPA RIBA, TANPA DENDA, TANPA SITA, TANDA DENDA, TANPA AKAD BATIL. HANYA 1 UNIT SAJA. HUNIAN DENGAN NILAI INVESTASI TERBAIK KRN BERADA DIKAWASAN PEMUKIMAN DAN DAERAH YG MASIH BERKEMBANG LUAS, SEHINGGA AKAN MENJADI INCARAN PARA PEMBURU PROPERTY. BELI SEKARANG AKAN UNTUNG BERLIPAT DI KEMUDIAN HARI AKSES LOKASI TERDEKAT: 1. DEKAT ST. CITAYAM 6KM 2. DEKAT MCD DN GIANT 3. DEKAT PASAR TRADISIONAL DAN PASAR PAGI SETIAP RABU 4. DEKAT RENCANA TOL DEPOK – ANTASARI (JAK-SEL) 5. DEKAT DG RUMAH SAKIT (RSUD DAN RS PERMATA) 6. DEKAT PUSAT PENDIDIKAN (TK, SD, SMP, SMA, PERGURUAN TINGGI 7. CAMERA CCTV 8. AKSES JALAN RAYA SAWANGAN 9. DKET KOLAM RENANG PONDOK ZIDANE 10. AKSES KE CINERE MASJID KUBAH MAS 11. AKSES KE PASIR PUTIH AGROWISATA D’KANDANG SPESIFIKASI TEKNIS : LUAS BANGUNAN 86M2 LUAS TANAH 75 3 KT 2 KT UKURAN 3×4 1 KT UKURAN 3×3 2 KM UKURAN 2×1,5 DAPUR MEJA MAKAN PERMANEN (KONSEP MEJA BAR) DINDING WALL PAPER. CARPORT 1 MOBIL PAGAR BALKON 2 SISI TAMAN SAMPING DAN TAMAN DEPAN. LANTAI KERAMIN ROMAN MODEL MARMER",
83,06-04-21,rumah.com/listing-properti/dijual-griya-utami-sukatani-oleh-faridz-wahyu-ramadhan-18414339,600,DEPOK ,78,42,2,1,0,0,0,1,1300,SHM,GRIYA UTAMI SUKATANI,"NUANSA PEKAPURAN RUMAH MINIMALIS FREE BIAYA2 RUMAH READY NUANSA PERKAPURAN CIMANGGIS ONE GATE SISTEM LT 78 LB 42 JALAN PERUMAHAN 2 MOBIL SECURITY 24 JAM 2KT, 1KM FREE BIAYA2",
84,06-04-21,https://www.rumah.com/listing-properti/dijual-cluster-exclusive-pusat-kota-depok-2-lantai-800-jutaan-oleh-anisa-putri-17886299,870,DEPOK ,81,69,3,1,0,0,0,1,2200,SHM,CLUSTER EXCLUSIVE PUSAT KOTA DEPOK 2 LANTAI 800 JUTAAN,"GRAND DAHLIA CLUSTER DEPOK HOME FOR BETTER LIFE JL. BOULEVARD GRAND DEPOK CITY RAYA, JATIMULYA, CILODONG DEPOK, JAWA BARAT PROMO AKHIR TAHUN - FREE BIAYA AJB & BALIK NAMA SERTIFIKAT - FREE MESIN AIR & PEMASANGANNYA - DAPATKAN PENAWARAN KHUSUS PEMBELIAN UNIT KPR DENGAN HARGA CASH! KEUNTUNGAN BAGI ANDA : - LOKASI SUPER STRATEGIS BERSEBELAHAN PERSIS DENGAN ALUN-ALUN KOTA DEPOK YANG AKAN MENJADI PUSATNYA KOTA DEPOK - NILAI INVESTASI YANG CUKUP TINGGI - HANYA 15 MENIT DARI STASIUN DEPOK LAMA - LOKASI DILEWATI ANGKOT D10 (GDC-PS.PUCUNG) - SERTIFIKAT HAK MILIK (SHM) PECAH PER KAVLING - KPR DITOLAK BOOKING FEE 100% KEMBALI - BISA MODIFIKASI LAYOUT - MENYEDIAKAN KONSULTASI ARSITEKTUR (FREE) - HARGA KOMPETITIF DENGAN PERUMAHAN DI SEKITARNYA - TERSEDIA RUMAH READY STOCK DAN INDENT DENGAN LAMA PEMBANGUNAN 4 BULAN - DAERAH AMAN DAN BEBAS BANJIR - SPESIFIKASI TERBAIK DI KELASNYA FASILITAS CLUSTER : - ONE GATE SYSTEM - SECURITY 24 JAM - CHILDREN SWIMMING POOL - CHILDREN PLAY GROUND - MASJID - LEBAR JALAN 6-7M (RABAT BETON) INFORMASI UNIT: – SEMUA BANGUNAN TERDIRI DARI 1 LT & 2 LT – TIPE 69 TERDIRI DARI 3 KAMAR TIDUR DAN 2 KAMAR MANDI – LUAS TANAH MULAI DARI 73 METER SAMPAI 194 METER – TAMAN DEPAN DAN CARPORT – MASIH TERSISA HALAMAN BELAKANG - BISA MODIFIKASI LAY OUT KHUSUS UNIT INDENT SPESIFIKASI BANGUNAN : - PONDASI : CAKAR AYAM - STRUKTUR : BETON BERTULANG - DINDING : DOUBLE HEBEL, PLESTER & ACIAN MORTAR - ATAP : RANGKA BAJA RINGAN, GENTENG BETON - PLAFOND : GYPSUM BESI HOLLOW (TINGGI PLAFOND 4M) - KUSEN : ALUMUNIUM COATING WHITE - PINTU : PANEL UNTUK SELURUH PINTU - LANTAI : GRANITE TILE 60X60 - SANITARI : CLOSET DUDUK + SHOWER SET - AIR BERSIH : SUMUR BOR + POMPA LISTRIK - SEPTIC TANK : UKURAN 1.5 X 2M KEDALAMAN 2M - LISTRIK : PLN 2200 WATT - CARPORT : RABAT BETON",
85,07-04-21,https://www.rumah.com/listing-properti/dijual-chiba-residence-sawangan-oleh-amma-hudayah-17841448,623,DEPOK ,72,80,3,2,0,0,2,0,2200,SHM,CHIBA RESIDENCE SAWANGAN,"RUMAH 2LANTAI MEWAH HARGA MURAH EXLUSIVE LOKASI SANGAT STRATEGIS, DIKOTA DEPOK YANG TERUS BERKEMBANG DAN INFRASTRUKTUR TERUS DIBANGUN. 5 MENIT KE SEKOLAH NEGERI 10 MENIT KE PESANTREN MODERN 10 MENIT KESEKOLAH SDN/MI/ SMP/SMU 10 MENIT KE MALL DTC 10 MENIT KE RS PERMATA DEPOK 15 MENIT KE RSUD DEPOK 10 MENIT KE ST CITAYAM 25 MENIT KE ST DEPOK BARU 5 MENIT KE WATERBOOM PASIR PUTIH 5 MENIT KE DE KANDANG FARM 15 MENIT KE PINTU TOL SAWANGAN SPESIFIKASI BANGUNAN : PONDASI : CAKAR AYAM DAN BATU KALI DINDING : BATA RINGAN FINS PLESTER DAN ACI ATAP : ATAP BAJA RINGAN, PENUTUP ATAP METAL ROOF BERPASIR KUSEN : ALUMUNIUM 3"" DAUN JENDELAH : ALUMUNIUM DAUN PINTU UTAMA : PANIL FINS PLITUR DAUN PINTU KAMAR DOUBLEK TEAK WOOD FINS PLITUR LANTAI UTAMA : GRAANIT LOKAL 60 X 60 KERAMIK LANTAI KAMAR MANDI : SETARA ASIA TILE 30 X 30 PINTU KM /WC : PVC RANGKA PLAFON HOLLOW : PENUTUP PLAFON GYMSUM CARPORT : RABAT BETON + TALI SANITARY : CLOSED DUDUK TOTO SUMUR JET PUM + TORN 350 LTR BEBAS BANJIR VIEW PEMANDANGAN YANG ASRI DAN ALAMI DAERAH SEJUK DAN ASRI",
86,07-04-21,https://www.rumah.com/listing-properti/dijual-rumah-premium-samping-alun-alun-depok-dengan-fasilitas-lengkap-oleh-muhammad-ghozy-17981671,707.4,DEPOK ,78,45,2,1,0,0,1,0,1300,SHM,RUMAH PREMIUM SAMPING ALUN ALUN DEPOK DENGAN FASILITAS LENGKAP,"DIJUAL RUMAH SPECIAL PROMO AKHIR TAHUN TAHUN BARU, RUMAH BARU DENGAN HARGA RUMAH 2019 GRAND DAHLIA CLUSTER DEPOK. GRAND DAHLIA CLUSTER ADALAH SALAH SATU PROYEK TERBAIK DARI PRIMEVESTLAND GROUP YANG BERLOKASI DI JATIMULYA, CILODONG, KOTA DEPOK NEMPEL PERSIS DENGAN ALUN-ALUN KOTA DEPOK DENGAN SELURUH FASILITAS YANG KAMU BUTUHKAN. HTTPS://GOO.GL/MAPS/CBUBS2E78V7DWETK9 TERSEDIA RUMAH 1 LANTAI & 2 LANTAI. MULAI DARI 600JT-AN --> SPESIAL PROMO AKHIR TAHUN PENUH POTONGAN -> DISKON HINGGA RATUSAN JUTA -> DP RINGAN 0% - 5% CICIL 5X -> GRATIS BIAYA NOTARIS* -> GRATIS BIAYA NAIK HAK SERTIFIKAT* -> GRATIS BIAYA AJB & BALIK NAMA* KEMUDAHAN LAINNYA YANG KAMU DAPATKAN: -> 1 MENIT DARI ALUN-ALUN KOTA DEPOK -> 5 MENIT DARI AKSES TERDEKAT STASIUN DEPOK LAMA -> 15 MENIT KE PINTU TOL CIJAGO -> FREE CUSTOM LAY OUT DIDAMPINGI ARSITEK PROFESSIONAL -> SHM PECAH PER UNIT -> KPR DITOLAK UANG KEMBALI 100% -> SUDAH TERPASANG KONEKSI WI-FI -> JAMINAN MASA RETENSI RUMAH -> FASILITAS DALAM CLUSTER TERDIRI DARI : - ONE GATE SYSTEM - SECURITY & CCTV 24 JAM - LEBAR JALAN 6 SD 7 M - KOLAM RENANG ANAK (SUDAH SELESAI) - MASJID (SUDAH SELESAI) - PLAYGROUND (SUDAH SELESAI) - LAPANGAN BADMINTON (SUDAH SELESAI) -> DEKAT DENGAN SEKOLAH, PASAR TRADISIONAL/MODERN, WISATA KELUARGA, RUMAH SAKIT & AREA KOMERSIL. SPESIFIKASI TERBAIK: PONDASI BATU KALI (1 LT) PONDASI CAKAR AYAM (2 LT) STRUKTUR BETON BERTULANG DINDING DOUBLE HEBEL PLESTER + ACIAN MORTAR FINISHING CAT LANTAI FULL GRANITE TILE 60 X 60 KUSEN ALUMUNIUM COATING WHITE PINTU PANEL SELURUH RUANGAN PLAFON GYPSUM CEILING DROP + LED STRIP TINGGI 4M RANGKA ATAP BAJA RINGAN SANITAIR TOTO + SHOWER SET AIR PDAM LISTRIK 1300 W (1 LT) LISTRIK 2200 W (2 LT)",
